Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
8718,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CC#N,379.0,530.0,1.0,0.005,,3994.1,,57.7,,386.272199088,10.1021/jp9053988
8719,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,CO,417.0,630.0,,0.002,4.262451,5525.0,,97.4,,406.26202832799993,10.1021/jp9053988
8720,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,ClCCl,431.0,618.0,,0.002,,,2901.9,,111.7,406.26202832799993,10.1021/jp9053988
8721,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C(F)(F)F)cc2)cc1,CO,356.0,456.0,,0.007,4.536558,4502.1,,57.4,,429.264334748,10.1021/jp9053988
8722,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C(F)(F)F)cc2)cc1,ClCCl,362.0,440.0,2.1,0.24,4.558709,,4173.4,,81.5,429.264334748,10.1021/jp9053988
8723,CCCCCCN(CCCCCC)c1ccc(C#Cc2c(F)c(F)c(F)c(F)c2F)cc1,CO,357.0,464.0,,0.001,4.631444,4327.1,,55.5,,451.22984106,10.1021/jp9053988
8724,CCCCCCN(CCCCCC)c1ccc(C#Cc2c(F)c(F)c(F)c(F)c2F)cc1,ClCCl,363.0,502.0,0.5,0.026,,,6388.1,,165.2,451.22984106,10.1021/jp9053988
8725,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(N(CCCCCC)CCCCCC)cc2)cc1,CO,380.0,446.0,,0.0,4.692847,6438.5,,94.4,,544.47564992,10.1021/jp9053988
8726,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(N(CCCCCC)CCCCCC)cc2)cc1,ClCCl,387.0,,,,4.708421,,,,,544.47564992,10.1021/jp9053988
8727,O=[N+]([O-])c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,CO,329.0,,,,4.369216,6420.3,,70.3,,268.048406736,10.1021/jp9053988
8728,O=[N+]([O-])c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,ClCCl,335.0,,,,4.369216,,,,,268.048406736,10.1021/jp9053988
8729,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,CCCCCC,447.0,536.0,4.36,0.131,,4271.7,2761.9,86.1,79.8,489.136493468,10.1021/jp044669u
8730,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,c1ccccc1,457.0,605.0,1.17,0.0,,3934.0,,82.8,,489.136493468,10.1021/jp044669u
8731,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,C1CCOC1,455.0,,,,,4410.7,,92.2,,489.136493468,10.1021/jp044669u
8732,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,ClCCl,465.0,,,,,,,,,489.136493468,10.1021/jp044669u
8733,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccc5cccc6ccc3c4c56)c3cccc1c23,,634.0,1.71,,,,2211.6,,89.3,489.136493468,10.1021/jp044669u
8734,O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,CCCCCC,440.0,514.0,5.4,0.304,,4239.7,2796.9,82.8,74.3,465.136493468,10.1021/jp044669u
8735,O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,c1ccccc1,450.0,560.0,2.14,0.005,,5791.2,,119.3,,465.136493468,10.1021/jp044669u
8736,O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,C1CCOC1,450.0,591.0,0.64,0.0,,5503.1,,113.2,,465.136493468,10.1021/jp044669u
8737,O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,ClCCl,462.0,608.0,,,,,,,,465.136493468,10.1021/jp044669u
8738,O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,O=C1OC(=O)c2ccc(N(c3ccccc3)c3c4ccccc4cc4ccccc34)c3cccc1c23,,607.0,1.65,,,,2351.0,,87.1,465.136493468,10.1021/jp044669u
8739,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,CCCCCC,446.0,520.0,8.42,0.335,,4320.5,2425.7,86.7,65.9,415.120843404,10.1021/jp044669u
8740,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,c1ccccc1,459.0,580.0,8.55,0.016,,3551.5,2661.3,75.3,90.1,415.120843404,10.1021/jp044669u
8741,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,C1CCOC1,455.0,621.0,1.09,0.0,,3814.8,,79.6,,415.120843404,10.1021/jp044669u
8742,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,ClCCl,470.0,638.0,,,,,,,,415.120843404,10.1021/jp044669u
8743,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,O=C1OC(=O)c2ccc(N(c3ccccc3)c3ccc4ccccc4c3)c3cccc1c23,,627.0,4.42,,,,2124.5,,83.9,415.120843404,10.1021/jp044669u
8744,c1cc2cccc3c4cccc5cccc(c(c1)c23)c54,ClC(Cl)Cl,438.5,443.0,,,,2190.9,2060.7,42.2,40.5,252.093900384,10.1021/jo8012622
8745,c1cc2ccc3sc4ccc5cccc6c(c1)c2c3c4c56,ClC(Cl)Cl,412.0,418.0,,,,2281.1,2315.2,38.8,40.5,282.05032132,10.1021/jo8012622
8746,c1cc2ccc3[se]c4ccc5cccc6c(c1)c2c3c4c56,ClC(Cl)Cl,416.5,424.0,,,,2622.8,2261.8,45.6,40.8,329.99477162,10.1021/jo8012622
8747,c1cc2ccc3[nH]c4ccc5cccc6c(c1)c2c3c4c56,ClC(Cl)Cl,425.0,436.0,,,,2180.9,2146.2,39.5,40.9,265.089149352,10.1021/jo8012622
8748,O=c1c2ccccc2[nH]c2ccccc12,CS(C)=O,398.0,408.0,9.1,0.75,3.995635,2399.7,2155.0,38.1,35.9,195.068413908,10.1016/j.dyepig.2019.03.028
8749,O=c1c2ccccc2[nH]c2ccccc12,O,385.0,416.0,,,,,,,,195.068413908,10.1016/j.dyepig.2019.03.028
8750,Cn1c2ccccc2c(=O)c2ccccc21,CS(C)=O,403.0,417.0,8.85,0.65,4.020775,2312.0,2367.6,37.6,41.3,209.084063972,10.1016/j.dyepig.2019.03.028
8751,Cn1c2ccccc2c(=O)c2ccccc21,O,394.0,430.0,,,,,,,,209.084063972,10.1016/j.dyepig.2019.03.028
8752,CCCCCn1c2ccccc2c(=O)c2ccccc21,CS(C)=O,403.0,414.0,8.1,0.68,4.052694,2380.6,2178.9,38.8,37.4,265.146664228,10.1016/j.dyepig.2019.03.028
8753,CCCCCn1c2ccccc2c(=O)c2ccccc21,O,394.0,428.0,,,,,,,,265.146664228,10.1016/j.dyepig.2019.03.028
8754,CCCCCCCCn1c2ccccc2c(=O)c2ccccc21,CS(C)=O,404.0,414.0,7.96,0.66,4.067443,2270.2,2321.0,37.1,39.9,307.19361442,10.1016/j.dyepig.2019.03.028
8755,O=c1c2cc(S(=O)(=O)Cl)ccc2[nH]c2ccc(S(=O)(=O)Cl)cc12,CS(C)=O,399.0,417.0,10.78,0.7,3.859739,2818.1,2476.8,45.0,43.2,390.914269684,10.1016/j.dyepig.2019.03.028
8756,Cn1c2ccc(S(=O)(=O)Cl)cc2c(=O)c2cc(S(=O)(=O)Cl)ccc21,CS(C)=O,406.0,424.0,10.59,0.7,3.93902,2579.6,2428.3,42.6,43.8,404.929919748,10.1016/j.dyepig.2019.03.028
8757,CCCCCn1c2ccc(S(=O)(=O)Cl)cc2c(=O)c2cc(S(=O)(=O)Cl)ccc21,CS(C)=O,406.0,422.0,10.08,0.76,3.925312,2432.4,2370.3,40.2,42.3,460.9925200039999,10.1016/j.dyepig.2019.03.028
8758,O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,CS(C)=O,399.0,417.0,10.95,0.66,3.778151,2794.1,2492.2,44.6,43.5,354.982043628,10.1016/j.dyepig.2019.03.028
8759,O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,O,396.0,417.0,16.49,0.82,3.646404,3651.7,3164.2,57.6,55.3,354.982043628,10.1016/j.dyepig.2019.03.028
8760,Cn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,CS(C)=O,405.0,424.0,10.64,0.64,3.874482,2542.3,2458.2,41.8,44.3,368.997693692,10.1016/j.dyepig.2019.03.028
8761,Cn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,O,403.0,433.0,16.71,0.76,3.748963,,,,,368.997693692,10.1016/j.dyepig.2019.03.028
8762,CCCCCn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,CS(C)=O,406.0,421.0,10.17,0.7,3.869232,2432.4,2370.3,40.2,42.1,425.060293948,10.1016/j.dyepig.2019.03.028
8763,CCCCCn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,O,406.0,431.0,15.62,0.92,3.791691,,,,,425.060293948,10.1016/j.dyepig.2019.03.028
8764,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,,463.0,,,,,5094.3,,110.7,630.118417944,10.1016/j.molstruc.2019.127032
8765,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,,462.0,,,,,6395.1,,139.5,582.118417944,10.1016/j.molstruc.2019.127032
8766,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,,421.0,,,,,6374.4,,115.1,646.0980764240002,10.1016/j.molstruc.2019.127032
8767,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,,395.0,,,,,8019.6,,128.3,642.0312598160002,10.1016/j.molstruc.2019.127032
8768,c1cc2ccc3ccc(-c4ccc(-c5nnc(-c6ccc(-c7nnc(-c8ccc(-c9ccc%10ccc%11cccc%12ccc9c%10c%11%12)s8)o7)cc6)o5)s4)c4ccc(c1)c2c34,c1cc2ccc3ccc(-c4ccc(-c5nnc(-c6ccc(-c7nnc(-c8ccc(-c9ccc%10ccc%11cccc%12ccc9c%10c%11%12)s8)o7)cc6)o5)s4)c4ccc(c1)c2c34,,455.0,,,,,4421.7,,92.5,778.1497180720003,10.1016/j.molstruc.2019.127032
8769,CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,,429.0,,,,,3880.0,,71.9,586.149718072,10.1016/j.molstruc.2019.127032
8770,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,ClC(Cl)Cl,357.0,410.0,,0.18,,5718.7,4000.9,73.7,67.7,630.118417944,10.1016/j.molstruc.2019.127032
8771,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,ClC(Cl)Cl,346.0,398.0,,0.62,,5622.3,3965.7,68.0,63.2,582.118417944,10.1016/j.molstruc.2019.127032
8772,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,ClC(Cl)Cl,345.0,397.0,,0.7,,,4008.0,,63.6,646.0980764240002,10.1016/j.molstruc.2019.127032
8773,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,ClC(Cl)Cl,346.0,399.0,,0.61,,5642.2,3882.3,68.2,62.2,642.0312598160002,10.1016/j.molstruc.2019.127032
8774,c1cc2ccc3ccc(-c4ccc(-c5nnc(-c6ccc(-c7nnc(-c8ccc(-c9ccc%10ccc%11cccc%12ccc9c%10c%11%12)s8)o7)cc6)o5)s4)c4ccc(c1)c2c34,ClC(Cl)Cl,338.0,373.0,,0.06,,2016.0,2519.1,23.1,35.1,778.1497180720003,10.1016/j.molstruc.2019.127032
8775,CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,ClC(Cl)Cl,346.0,401.0,,0.6,,5752.7,4583.9,69.6,74.3,586.149718072,10.1016/j.molstruc.2019.127032
8776,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CCO,357.0,459.0,,,,5838.8,4073.3,75.2,86.6,630.118417944,10.1016/j.molstruc.2019.127032
8777,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CCCCO,356.0,451.0,,,,,3984.1,,81.7,630.118417944,10.1016/j.molstruc.2019.127032
8778,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CCCCCCO,360.0,445.0,,,,5279.5,3835.6,69.0,76.5,630.118417944,10.1016/j.molstruc.2019.127032
8779,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CCCCCCCCO,359.0,442.0,,,,6170.3,3725.9,80.5,73.3,630.118417944,10.1016/j.molstruc.2019.127032
8780,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CCCCCCCCCCO,362.0,440.0,,,,5296.3,3745.9,70.0,73.0,630.118417944,10.1016/j.molstruc.2019.127032
8781,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CC#N,354.0,458.0,,,,5427.0,4431.8,68.6,93.9,630.118417944,10.1016/j.molstruc.2019.127032
8782,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CC(=O)N(C)C,359.0,462.0,,,,5580.7,4228.3,72.7,91.1,630.118417944,10.1016/j.molstruc.2019.127032
8783,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,CS(C)=O,360.0,468.0,,,,5404.9,4697.8,70.7,104.2,630.118417944,10.1016/j.molstruc.2019.127032
8784,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,C1COCCO1,357.0,434.0,,,,5421.9,3640.4,69.8,69.0,630.118417944,10.1016/j.molstruc.2019.127032
8785,c1ccc2c(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cccc9ccccc89)s7)o6)cc5)o4)s3)cccc2c1,Cc1ccccc1,360.0,434.0,,,,4872.3,3598.0,63.6,68.2,630.118417944,10.1016/j.molstruc.2019.127032
8786,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CCO,341.0,400.0,,,,5645.5,4369.8,66.3,70.5,582.118417944,10.1016/j.molstruc.2019.127032
8787,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CCCCO,342.0,400.0,,,,6085.9,4663.0,72.0,75.3,582.118417944,10.1016/j.molstruc.2019.127032
8788,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CCCCCCO,344.0,399.0,,,,5014.6,4742.3,59.8,76.2,582.118417944,10.1016/j.molstruc.2019.127032
8789,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CCCCCCCCO,344.0,400.0,,,,5517.2,4456.5,65.9,71.9,582.118417944,10.1016/j.molstruc.2019.127032
8790,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CCCCCCCCCCO,345.0,399.0,,,,5207.0,4594.9,62.5,73.8,582.118417944,10.1016/j.molstruc.2019.127032
8791,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CC#N,338.0,400.0,,,,5733.3,5196.8,66.1,84.1,582.118417944,10.1016/j.molstruc.2019.127032
8792,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CC(=O)N(C)C,343.0,407.0,,,,5456.8,5030.8,64.8,84.2,582.118417944,10.1016/j.molstruc.2019.127032
8793,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,CS(C)=O,343.0,423.0,,,,,4521.6,,81.7,582.118417944,10.1016/j.molstruc.2019.127032
8794,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,C1COCCO1,342.0,397.0,,,,5440.9,4050.4,64.2,64.3,582.118417944,10.1016/j.molstruc.2019.127032
8795,C=Cc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C=C)cc7)s6)o5)cc4)o3)s2)cc1,Cc1ccccc1,346.0,399.0,,,,5296.1,4477.5,63.9,71.9,582.118417944,10.1016/j.molstruc.2019.127032
8796,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CCO,333.0,400.0,,,,,4516.4,,72.9,646.0980764240002,10.1016/j.molstruc.2019.127032
8797,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CCCCO,337.0,394.0,,,,,4981.6,,78.1,646.0980764240002,10.1016/j.molstruc.2019.127032
8798,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CCCCCCO,340.0,389.0,,,,,4928.8,,75.3,646.0980764240002,10.1016/j.molstruc.2019.127032
8799,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CCCCCCCCO,334.0,399.0,,,,,4194.9,,67.3,646.0980764240002,10.1016/j.molstruc.2019.127032
8800,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CCCCCCCCCCO,336.0,408.0,,,,,4268.7,,71.6,646.0980764240002,10.1016/j.molstruc.2019.127032
8801,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CC#N,338.0,400.0,,,,,5072.8,,82.0,646.0980764240002,10.1016/j.molstruc.2019.127032
8802,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CC(=O)N(C)C,,417.0,,,,,5250.0,,92.4,646.0980764240002,10.1016/j.molstruc.2019.127032
8803,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,CS(C)=O,350.0,420.0,,,,4624.7,4914.3,57.0,87.6,646.0980764240002,10.1016/j.molstruc.2019.127032
8804,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,C1COCCO1,344.0,400.0,,,,5790.5,5048.5,69.2,81.6,646.0980764240002,10.1016/j.molstruc.2019.127032
8805,COC(=O)c1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(C(=O)OC)cc7)s6)o5)cc4)o3)s2)cc1,Cc1ccccc1,345.0,399.0,,,,8835.7,4475.7,107.7,71.8,646.0980764240002,10.1016/j.molstruc.2019.127032
8806,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CCO,345.0,400.0,,,,5329.4,4378.4,64.0,70.6,642.0312598160002,10.1016/j.molstruc.2019.127032
8807,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CCCCO,341.0,399.0,,,,5842.0,4347.1,68.6,69.7,642.0312598160002,10.1016/j.molstruc.2019.127032
8808,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CCCCCCO,343.0,399.0,,,,5193.9,4736.8,61.6,76.1,642.0312598160002,10.1016/j.molstruc.2019.127032
8809,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CCCCCCCCO,345.0,399.0,,,,5155.5,4549.9,61.9,73.0,642.0312598160002,10.1016/j.molstruc.2019.127032
8810,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CCCCCCCCCCO,345.0,389.0,,,,5058.0,4898.0,60.7,74.8,642.0312598160002,10.1016/j.molstruc.2019.127032
8811,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CC#N,340.0,399.0,,,,6725.3,5064.9,78.8,81.5,642.0312598160002,10.1016/j.molstruc.2019.127032
8812,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CC(=O)N(C)C,343.0,406.0,,,,5509.9,4947.8,65.4,82.4,642.0312598160002,10.1016/j.molstruc.2019.127032
8813,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,CS(C)=O,344.0,423.0,,,,6093.7,4456.5,72.9,80.5,642.0312598160002,10.1016/j.molstruc.2019.127032
8814,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,C1COCCO1,343.0,397.0,,,,5703.1,4129.1,67.7,65.5,642.0312598160002,10.1016/j.molstruc.2019.127032
8815,c1ccc2sc(-c3ccc(-c4nnc(-c5ccc(-c6nnc(-c7ccc(-c8cc9ccccc9s8)s7)o6)cc5)o4)s3)cc2c1,Cc1ccccc1,347.0,399.0,,,,5171.9,4414.9,62.8,70.8,642.0312598160002,10.1016/j.molstruc.2019.127032
8816,c1cc2ccc3ccc(-c4ccc(-c5nnc(-c6ccc(-c7nnc(-c8ccc(-c9ccc%10ccc%11cccc%12ccc9c%10c%11%12)s8)o7)cc6)o5)s4)c4ccc(c1)c2c34,CCO,333.0,393.0,,,,2122.1,4022.2,23.6,62.5,778.1497180720003,10.1016/j.molstruc.2019.127032
8817,c1cc2ccc3ccc(-c4ccc(-c5nnc(-c6ccc(-c7nnc(-c8ccc(-c9ccc%10ccc%11cccc%12ccc9c%10c%11%12)s8)o7)cc6)o5)s4)c4ccc(c1)c2c34,CCCCO,335.0,393.0,,,,2336.1,4829.2,26.3,75.3,778.1497180720003,10.1016/j.molstruc.2019.127032
8818,c1cc2ccc3ccc(-c4ccc(-c5nnc(-c6ccc(-c7nnc(-c8ccc(-c9ccc%10ccc%11cccc%12ccc9c%10c%11%12)s8)o7)cc6)o5)s4)c4ccc(c1)c2c34,CCCCCCO,335.0,394.0,,,,2362.2,3202.2,26.6,49.9,778.1497180720003,10.1016/j.molstruc.2019.127032
8819,c1cc2ccc3ccc(-c4ccc(-c5nnc(-c6ccc(-c7nnc(-c8ccc(-c9ccc%10ccc%11cccc%12ccc9c%10c%11%12)s8)o7)cc6)o5)s4)c4ccc(c1)c2c34,CCCCCCCCO,335.0,393.0,,,,2357.9,4205.1,26.5,65.4,778.1497180720003,10.1016/j.molstruc.2019.127032
8820,c1cc2ccc3ccc(-c4ccc(-c5nnc(-c6ccc(-c7nnc(-c8ccc(-c9ccc%10ccc%11cccc%12ccc9c%10c%11%12)s8)o7)cc6)o5)s4)c4ccc(c1)c2c34,CCCCCCCCCCO,336.0,418.0,,,,2349.2,4983.0,26.6,88.0,778.1497180720003,10.1016/j.molstruc.2019.127032
